question,answer,type
顺调压中枢点的电压为( )。  A.最大负荷时为1.05UN，最小负荷时为UN B.最大负荷时，不低于1.075UN最小负荷时，不高于1.025UN C.最大负荷时，不低于1.025UN最小负荷时，不高于1.075UN D.任何情况下，电压都在1.02-1.05UN,C,单选
如果电感为 10H，电流为 2A，4 秒内计算电感中的感应电动势。 A.2.5V B.1.5V C.3.5V D.5V,D,单选
100kW光伏电站正常运行情况下，有功功率变化速率应不超过( )。  A.5MW/min B.10MW/min C.15MW/min D.20MW/min,B,单选
ZN4-10／600是（）的型号。 A.六氟化硫断路器 B.这空断路器 C.油断路器 D.以上都不对,B,单选
电阻和电抗的组合称为（）。 A.电纳 B.阻抗 C.电导 D.导纳,B,单选
某线路开关停电检修，线路侧旁路运行，这时应该在该开关操作手把上悬挂（）的标示牌。 A.在此工作 B.禁止合闸 C.禁止攀登、高压危险 D.以上都不对,C,单选
在串联RLC电路中，电路中的电流与电容器两端的电压之间的相位差是？ A.00 B.900 C.1800 D.3600,B,单选
当极板之间引入电介质时，电容会发生什么变化？ A.增加 B.减少 C.保持不变 D.变为零,A,单选
当电容器串联时（）变化 A.每个电容器两端的电压 B.充电 C.电容 D.电阻,A,单选
当温度升高到居里温度时，铁磁材料的相对磁化率如何？ A.增加 B.减少 C.保持不变 D.变为零,A,单选
计算当电感为 4000 H、电流从 5A 变为 7A、磁通从 760 变为 800 WB 时，具有铁磁芯的电感器的匝数。 A.100 B.200 C.300 D.400,B,单选
通讯发射机所用的电容器有哪些类型？ A.电解电容器 B.可变电容器 C.空气电容器 D.玻璃电容器,B,单选
欧姆的电阻串联31.8mH的电感。该电路连接到 100V 50Hz 正弦电源。计算电路中的电流。 A.2.2A B.4.2A C.6.2A D.8.2A,D,单选
如图所示的电力系统中，变压器T1的额定变比应为( )  A.242/121/11KV B.220/121/11KV C.220/110/10KV D.242/121/10KV,B,单选
静电场是（ ）。 A.无散场 B.漩涡场 C.无旋场 D.既是有散场又是漩涡场,C,单选
并联于大电网上的同步发电机，当运行于超前功率因数情况下，若逐渐增大励磁电流，则电枢电流是 () A.逐大 B.逐小 C.先增大后减小 D.先减小后增大,D,单选
“通过任何封闭表面的总电通量等于该表面封闭的电荷除以介电常数”。这是为了什么声明？ A.高斯定律 B.楞次定律 C.哥伦布定律 D.法拉第定律,A,单选
关于中等长度线路下述说法中错误的是( )  A.长度为100KM~300KM的架空输电线路属于中等长度线路 B.潮流计算中中等长度线路采用集中参数π型等值电路作为数学模型 C.潮流计算中中等长度线路可以忽略电导和电纳的影响 D.潮流计算中中等长度线路可以不考虑分布参数的影响,C,单选
在RL串联电路中，当开关闭合且电路接通时，有何反应？ A.响应不随时间变化 B.随时间衰减 C.随时间增大 D.先增大，后减小,B,单选
一台正常运行中的发电机组的出力为其额定出力的80%，则这台发电机组具有( )  A.热备用和冷备用容量 B.热备用和国民经济备用容量 C.负荷备用和事故备用容量 D.以上都不对,C,单选
水力发电厂的缺点( )  A.发电成本高 B.生产过程复杂 C.投资大、工期长 D.环境污染程度高,C,单选
在两种理想介质分界面上，电位移矢量 D 的法向分量在通过界面时应（ ） A.连续 B.不连续 C.等于分界面上的自由面电荷密度 D.等于零,C,单选
就电压而言，φ是多少？ A.φ=cos-1V/VR B.φ=cos-1V*VR C.φ=cos-1VR/V D.φ=tan-1V/VR,C,单选
中性点不接地系统发生单相接地时，流过故障点电流为( )。  A.感性电流 B.容性电流 C.阻性电流 D.依据短路点的情况确定,B,单选
电容什么时候充满电？ A.当其极板上的电压是从地到其极板之一的电压的一半时 B.当通过电容器的电流是其值的 1/root2 倍时 C.当电源电压等于电容器电压时 D.从不,C,单选
充电时，电容电路中的电压有何变化？ A.线性减少 B.线性增加 C.指数减少 D.指数增加,D,单选
对于 RL 电路，相位角始终为（）。 A.正 B.负 C.0 D.90,B,单选
正弦波振荡器中正反馈网络的作用是 （ ） A.保证产生自激振荡的相位条件 B.提高放大器的放大倍数，使输出信号足够大 C.产生单一频率的正弦波 D.提高效率,A,单选
什么是PMMC仪器？ A.永动磁体线圈仪表 B.永磁电机线圈仪表 C.永动电机线圈仪表 D.早动磁体线圈仪表,A,单选
PMM选项C 仪表可通过以下方式用作磁通计： A.使用低电阻分流器 B.拆除控制弹簧 C.使控制弹簧具有较大的转动惯量 D.使用串联的高电阻,B,单选
设置开关站是让加速面积( )。  A.减小 B.增加 C.不变 D.不确定,C,单选
如果电流峰值为10，有效值为2A，计算波峰因数。  A.5 B.10 C.5A D.10A,A,单选
空气的介电常数为（）  A.常数 B.零 C.无穷 D.百,A,单选
调幅接收机采用AFC电路的作用（ ）。 A.稳定中频输出 B.稳定输出电压 C.稳定VCO D.改善解调质量,A,单选
在理想的导体表面，电力线与导体表面成（ ）关系。 A.垂直 B.平行 C.为零 D.不确定,A,单选
关于电力变压器的励磁电抗，下述说法中错误的是（     ）。 A.不管电力变压器的类型和绕组接线方式如何，其正序励磁电抗和负序励磁电抗都可以视为无限大 B.不管电力变压器的类型和绕组接线方式如何，其零序励磁电抗都可以视为无限大 C.对于三相组式变压器，其正序励磁电抗、负序励磁电抗和零序励磁电抗都可以视为无限大 D.当三相变压器包含有三角形接线绕组时，不管变压器的类型如何，其零序励磁电抗都可以视为无限大。,B,单选
在串联RLC电路中，电路中的电流与电阻两端的电压之间的相位差是？  A.00 B.900 C.1800 D.3600,A,单选
对于均匀带电的球体，有 A.电偶极矩不为零，电四极矩也不为零 B.电偶极矩为零，电四极矩不为零 C.电偶极矩为零，电四极矩也为零 D.电偶极矩不为零，电四极矩为零,C,单选
求出电感两端电压为 2000V、Q 因数为 20 时的源电压。 A.10V B.200V C.100V D.90V,C,单选
计算2秒内2V电源电压和3F电容的电容器中的电流。 A.2A B.5A C.6A D.3A,D,单选
如果极对数增加，频率会发生什么变化？ A.增加 B.减少 C.保持不变 D.变为零,A,单选
电能的常用单位是() A.W B.kW C.MW D.kW·h,D,单选
当电流（）电压时，阻抗并联电路中的无功分量超前电压。 A.超前 B.滞后 C.超前或滞后 D.无法确定,A,单选
谐振条件是什么？ A.当 XL>XC B.当 XL<XC C.当 XL=XC D.当 X C=无穷大时,C,单选
以下关于电阻率的哪些说法是正确的？ A.电阻取决于温度 B.电阻不取决于温度 C.电阻率取决于长度 D.电阻率取决于横截面积,A,单选
丰水季节承担调频任务的是( )。  A.高温高压火电厂 B.中温中压火电厂 C.大水电厂 D.核电厂,B,单选
变压器一次绕组接额定电压，二次绕组的输出电压高于额定电压，其负载性质是（  ）。 A.纯阻负载 B.容性负载 C.感性负载 D.以上答案都不对,B,单选
磁铁内部，磁力线从何而来？ A.从北到南 B.从南到北 C.从西到东 D.从东到西,B,单选
变压器电抗XT的物理意义是表征( )的一个参数。  A.铁损 B.主磁通 C.铜损 D.漏磁通,D,单选
在交流发电机中，增加线圈匝数（）。 A.增加电动势 B.减少电动势 C.使电动势为零 D.保持电动势恒定,A,单选
调频电厂选择的原则是( )  A.调整斜率、调整速度和经济性 B.调整宽度、调整速度和经济性 C.调整时间、调整速度和经济性 D.以上都不对,B,单选
当电源电压为 100V、Q 因数为 10 时，电容器两端的电压是多少？ A.100V B.10V C.1000V D.0V,C,单选
短路类型代表符号中（1，1）代表( )短路类型。  A.三相短路 B.两相短路 C.两相接地短路 D.单相接地短路,C,单选
110kv及以上电力系统应采用的中性点运行方式为（    ）。 A.直接接地 B.不接地 C.经消弧线圈接地 D.不接地或经消弧线圈接地。,A,单选
交流发电机频率的正确公式是什么？ A.f=p*n B.f=p/n C.f=n/p D.f=n2p,A,单选
已知空间有a、b两点，电压Uab=10V，a点电位为Va=4V，则b点电位Vb为（ ） A.6V B.－6V C.14V D.5V,B,单选
力的方向与磁场的方向之间的关系是（） A.同方向 B.相反方向 C.垂直 D.不相关,C,单选
B/H曲线可以用来判断吗？ A.铁损 B.磁滞损耗 C.电压损耗 D.涡流损耗,B,单选
静电场 E 沿闭合曲线的线积分为（ ） A.常数 B.零 C.不为零 D.不确定,B,单选
目前，我国运行最高直流线路额定电压等级为( )。  A.±500kV B.±750kV C.±800kV D.±1100kV,D,单选
电力系统是由（）配电和用电组成的整体。 A.输电、变 B.发电、输电、变 C.发电、输电 D.以上都不对,B,单选
光伏发电站调度管辖设备供电电源应采用不间断电源装置(UPS)或站内直流电源系统供电，在交流供电电源消失后，不间断电源装置带负荷运行时间应大于( )。  A.30min B.40min C.60min D.120min,B,单选
品质因数的正确公式是什么？ A.Q=BW*fr B.Q=BW/fr C.Q=fr/BW D.Q=fr2,C,单选
某线路首端电压10.5kV，末端电压10.2kV，首端电压偏移百分数为( )。  A.2.86% B.2.94% C.3% D.5%,D,单选
一台直流发电机，其电枢绕组内的电流为 () A.直流电流 B.交流电流 C.正弦电流 D.以上都不对,B,单选
三绕组降压变压器，当功率主要由高压侧向中压侧输送时，绕组的排列方式，居中绕组为( )。  A.高压绕组 B.中压绕组 C.低压绕组 D.依据电压等级不同，绕组的排列情况不同,B,单选
欧姆定律可以应用在交流电路中吗？ A.是 B.否 C.取决于均方根电流 D.取决于均方根电压,A,单选
如果板面积为2m2且板间距为1m 的平行板电容器存储1.77*10-11C的电荷，则电容器两端的电压是多少？ A.1V B.2V C.3V D.4V,A,单选
在超外差式接收机中，解决镜像干扰的有效方法是（ ），采用组合频率少的混频器电路形式 A.选用低噪声器件 B.提高混频器之前电路的频率选择性 C.采用稳压电路 D.C,,单选
在串联 RLC 电路中，电容器两端电压与电阻两端电压之间的相位差为？ A.00 B.900 C.1800 D.3600,B,单选
关于电力元件的正序阻抗、负序阻抗和零序阻抗阻抗，下述说法中错误的是（     ）。 A.静止元件的正序阻抗等于负序阻抗 B.旋转元件的正序阻抗、负序阻抗和零序阻抗严格讲各不相同 C.静止元件的正序阻抗、负序阻抗和零序阻抗都不相同，电抗器正序阻抗、负序阻抗和零序阻抗相等。 D.C,,单选
变压器空载时，线路电压增加，则铁耗将 () A.增加 B.不变 C.减少 D.先增加后减小,A,单选
当谐振频率增加时，品质因数会发生什么变化？ A.增加 B.减少 C.保持不变 D.变为零,A,单选
在并联运行的同一电力系统中，任一瞬间的（）在全系统都是 统一的。 A.电压 B.频率 C.波形 D.以上都不对,B,单选
电动势代表什么？ A.电子磁力 B.电动势 C.电磁力 D.电动势,B,单选
供电线路长，负荷变动较大的中枢点，应该采用( )。  A.顺调压 B.逆调压 C.常调压 D.恒调压,B,单选
导体中的力是（）到电荷之间距离的平方。 A.正比 B.反比 C.不相关 D.无法确定,B,单选
芯片74LS04中，LS表示：（ ）。 A.高速COMS B.低功耗肖特基 C.低速肖特基 D.低密度高速,B,单选
下列方程中哪一个是不正确的？ A.Q=CV B.Q=C/V C.V=Q/C D.C=Q/V,B,单选
随着电介质板厚度的增加，电容器极板之间的电位差会发生什么变化？ A.增加 B.减少 C.保持不变 D.变为零,B,单选
电力系统中的有功电源是( )。  A.静电电容器 B.同步发电机 C.静止补偿器 D.同步调相机,B,单选
某调频波的载频fc=83.75MHz，最大频偏Dfm =50kHz，最高调制频率Fmax=15kHz，则此调频波占据的频带宽度是（ ） A.30kHz B.65kHz C.100kHz D.．130kHz,D,单选
电容器芯子由若干个电容元件（）起来组成。 A.串联 B.并联 C.串联和并联 D.以上都不对,C,单选
力线密集表示什么？ A.强电场 B.弱电场 C.强电势 D.弱电势,A,单选
一组合逻辑电路逻辑函数式为 Y=AB+BC+CA，则电路功能为（）。 A.比较器 B.编码器 C.加法器 D.表决器,D,单选
如果高压输电线路首、末端电压之间的关系为U1<U2、δ1>δ2，在忽略线路电阻影响的情况下，下述说法中正确的是( )。  A.有功功率从首端流向末端、无功功率从末端流向首端； B.有功功率和无功功率都是从首端流向末端； C.无功功率从首端流向末端、有功功率从首端流向末端。 D.有功功率和无功功率都从末端流向首端,A,单选
实验室中的交流电压表和电流表，其读值是交流电的（）。 A.最大值 B.有效值 C.顺时值 D.最小值,B,单选
三相对称交流电路的瞬时功率为（） A.一个随时间变化的量 B.一个常量，其值恰好等于有功功率 C.0 D.在一定时间内保持不变,B,单选
串联一个7欧姆的电阻和一个31.8mH的电感。该电路连接到 100V 50Hz 正弦电源。计算相位差。 A.-55.1 B.55.1 C.66.1 D.-66.1,A,单选
短路电流中一定存在零序分量的短路类型是（    ）。 A.接地短路 B.相间短路 C.不对称短路 D.三相短路。,A,单选
关于间接调频方法的描述，正确的是 （ ） A.先对调制信号微分，再加到调相器对载波信号调相，从而完成调频 B.先对调制信号积分，再加到调相器对载波信号调相，从而完成调频 C.先对载波信号微分，再加到调相器对调制信号调相，从而完成调频 D.载波信号积分，再加到调相器对调制信号调相，从而完成调频,B,单选
当极板之间的间距增加时，多极板电容器的电容会发生什么变化？ A.增加 B.减少 C.保持不变 D.变为零,B,单选
对于 D 触发器，无论其原处何态，只要（）相同，则所需激励相同。 A.现态 B.次态 C.输入 D.输出,B,单选
如果电感或电流变化率加倍，则感应电动势？ A.保持不变 B.变为零 C.加倍 D.变半,C,单选
图示线路的有功功率损耗为( )MW。  A.0.094 B.0.135 C.0.146   Ｄ 0.188 D.以上都不对,A,单选
铁心叠片越厚其损耗() A.越大 B.越小 C.不变 D.不知道,A,单选
B/H 比对于（）不是恒定的。 A.反磁性材料 B.铁磁性材料 C.顺磁性材料 D.非磁性材料,B,单选
谐振时，电容能量是（）感应能量。 A.大于 B.小于 C.等于 D.取决于电路,C,单选
串联RLC电路在谐振条件下的功率因数是多少？ A.0 B.1 C.无穷大 D.100,B,单选
并联2个电容值为4F的电容器、3个电容值为2F的电容器和5个电容值为1F的电容器，计算等效电容。 A.20F B.19F C.18F D.17F,B,单选
计算磁动势为10匝、磁通为5WB时的磁阻。 A.0.5A/WB B.5A/WB C.10A/WB D.2A/WB,D,单选
电力系统暂态分析研究的是（     ）。 A.电力系统稳态运行 B.电磁暂态和机电暂态过程 C.电磁暂态过程和波过程 D.机电暂态过程和波过程。,B,单选
求等距电流为4、5、6时的电流平均值。 A.5A B.6A C.15A D.10A,A,单选
水电厂调频速度和火电厂调频速度一般具有如下关系：( )。  A.前者大于后者 B.前者小于后者 C.两者没有明显差别 D.以上都不对,A,单选
相对论有着广泛的实验基础，下列实验中不能验证相对论的是 A.碳素分析法测定地质年代 B.横向多普勒效应实验 C.高速运动粒子寿命的测定 D.携带原子钟的环球飞行试验,A,单选
电力系统中的输电、变电、（）三个部分称为电力网。 A.发电 B.配电 C.用电 D.以上都不对,B,单选
在串联电阻电路中，电源电压一定，相同时间内，电阻越大，发热量（） A.越小 B.不一定大 C.越大 D.不变,C,单选
在高频放大器中， 多用调谐回路作为负载， 其作用不包括 （） A.选出有用频率 B.滤除谐波成分 C.阻抗匹配 D.产生新的频率成分,D,单选
断路器操动机构装设自由脱扣装置可以（）。 A.使断路器快速跳闸 B.使断路器快速合闸 C.在合闸过程中加速跳闸 D.以上都不对,C,单选
谐振时，带宽包括允许最大电压的 （）% 流动的频率范围。 A.33.33 B.66.67 C.50 D.70.7,D,单选
交流双层绕组中，每相串联匝数同每个线圈的匝数、每极每相槽数q、极对数p、并联支路数2a之间的关系是 () A.N= B.N= C.N=2a·2p·q·N D.N=2a·p·q·N,A,单选
如果转数增加，频率会发生什么变化？ A.增加 B.减少 C.保持不变 D.变为零,A,单选
关于相对磁导率，下列哪一个表达式是正确的？ A.B = µrµ0/H B.B = µrµ0H C.B = µr/µ0H D.B = µrµ0/H2,B,单选
相对磁导率的单位是什么？ A.Hm B.H/m C.H2/m D.无单位,D,单选
如果互感为 x H，线圈 1 的电感为 2H，线圈 2 的电感为 8H，则求 x 的值。耦合系数为5。 A.10H B.20H C.16H D.15H,B,单选
电容器平行板之间产生磁场的原因是什么？ A.位移电流 B.导通电流 C.导通电流和位移电流 D.既不导通也不位移电流,A,单选
如果电阻电路中的瞬时电压为Vm(sint)，则瞬时电流的正确表达式是？ A.1A B.2A C.3A D.4A,B,单选
一般情况下，水电厂的可调容量( )火电厂。  A.大于 B.小于 C.等于 D.以上情况都有可能,A,单选
线圈 1 的磁链为 3WB，匝数为 x，线圈 2 的电流为 2A，如果互感为 750H，则计算 x 的值。 A.300 B.400 C.500 D.700,C,单选
充满电的电容器中的电流会发生什么变化？ A.电流停止 B.电流加倍 C.电流变为原始值的一半 D.电流变为原始值的四分之一,A,单选
我们什么时候从一组电容器获得最大能量？ A.并联连接时 B.串联连接时 C.串联和并联均可 D.提供的信息不充分,A,单选
tanφ什么时候为负值？ A.当感抗小于容抗时 B.当感抗大于容抗时 C.当感抗等于容抗时 D.当感抗为零时,A,单选
当电流从页面流出时，磁场的方向是什么？ A.顺时针 B.逆时针 C.无法确定 D.与电流平行,B,单选
工作接地的接地电阻一般不应超过（）。 A.4 B.5 C.10 D.以上都不对,A,单选
谐振时的阻抗值为多少？ A.XL B.XC C.R D.0,C,单选
如果电容器中存储的电荷为4C，电容值为2F，请计算其中存储的能量。 A.2J B.4J C.8J D.16J,B,单选
如果一个电压 2+5j 和另一个电压 3+6j 流过电路中串联的两个不同电阻，求电路中的总电压。 A.2+5j V B.3+6j V C.5+11j V D.5+10j V,C,单选
理想同步发电机ABC坐标系下，定子绕组间的互感系数的变化周期（      ）。 A.常数 B.π C.2π D.3π,B,单选
为了分析负荷率，常采用（）。 A.年平均负荷 B.月平均负荷 C.日平均负荷 D.以上都不对,C,单选
我们可以将基尔霍夫定律应用于磁路吗？ A.是 B.否 C.取决于电路 D.提供的信息不足,A,单选
计算电感为 4000 H、匝数为 200、磁通从 760 WB 变化到 800 WB 的电感器中的初始电流。电流变为7A。 A.10A B.2A C.3A D.5A,D,单选
断路器处于运行状态时，储能电动机的电源闸刀（）。 A.应在闭合位置 B.应在断开位置 C.处于闭合或断开位置均可 D.以上都不对,A,单选
磁通量方向与导体运动方向之间的关系是（） A.平行 B.相等 C.不相关 D.垂直,D,单选
连接电压源和电容器极板的导体中的电流为（） A.传导电流 B.漏电流 C.充电电流 D.零,C,单选
带电球壳中的静电屏蔽发生在哪里？ A.当球壳外电势为零时 B.当球壳内电势为零时 C.当球壳外电场时 D.球壳内电场,D,单选
绝缘手套的测验周期是（）。 A.每年一次 B.六个月一次 C.五个月一次 D.以上都不对,B,单选
接地中线相色漆规定涂为（）。 A.黑 B.紫 C.白 D.以上都不对,A,单选
当带电粒子与磁场成直角运动时，变化量为？ A.动量 B.速度 C.能量 D.转动惯量,A,单选
磁导率小于自由空间磁导率的物质是？ A.抗磁性 B.顺磁性 C.铁磁性 D.非磁性物质,A,单选
如果磁场强度为3/m，计算磁通密度。 A.4*pi*10-7T B.8*pi*10-7T C.10*pi*10-7T D.12*pi*10-7T,D,单选
放电时，电容电路中的电压有何变化？ A.线性减少 B.线性增加 C.指数减少 D.指数增加,C,单选
随着阻抗增加，导纳（） A.增加 B.减少 C.保持不变 D.变为零,B,单选
电容器充电所做的功是（） A.QV B.1⁄2QV C.2QV D.QV2,B,单选
以下哪一个是电感电路衰减的正确公式？ A.i=I(1-e-t/时间常数) B.i=I(1-et/时间常数) C.i=(1-e-t/时间常数) D.i=I(e-t/时间常数）,D,单选
求 0.5m 长的导体以 10m/s 的速度移动时的磁场强度，如果磁场、速度和导体长度相互垂直，则感应出 20V 的电动势。  A.1T B.2T C.3T D.4T,D,单选
下列哪一个是计算耦合系数的正确公式？ A.k=M/sqrt(L1L2) B.k=M/sqrt(L12) C.k=M/sqrt(L22) D.k=M/(L1L2),A,单选
电流方向和力方向之间的关系是（） A.同方向 B.相反方向 C.垂直 D.不相关,C,单选
Q 是（） A.谐振 B.带宽 C.选择性 D.谐振或带宽的度量,C,单选
通过10～35kV电压等级并网的光伏发电站功率因数应能在( )范围内连续可调，有特殊要求时，可做适当调整以稳定电压水平。  A.超前0.95～滞后0.95 B.超前0.98～滞后0.98 C.超前0.95～滞后0.9 D.超前0.9～滞后0.9,B,单选
如果在交流电路中，电阻为 5 欧姆，容抗为 12 欧姆，则阻抗是多少？ A.5 欧姆 B.10 欧姆 C.12 欧姆 D.13 欧姆,D,单选
对于供电可靠性，下述说法中正确的是( )  A.所有负荷都应当做到在任何情况下不中断供电； B.一级和二级负荷应当在任何情况下不中断供电； C.除一级负荷不允许中断供电外，其他负荷随时可以中断供电； D.一级负荷在任何情况下都不允许中断供电、二级负荷应尽可能不停电，三级负荷可以根据系统运行情况随时停电,D,单选
线损是指电能从发电厂到用户的输送过程中不可避免地发生的（）损失。 A.电压 B.电流 C.功率和能量 D.以上都不对,C,单选
阻抗并联电路的有源元件与网络电压之间的相位差为（） A.0 B.90 C.180 D.360,A,单选
为了能及时向增加的负荷供电而设置的备用应是( )。  A.事故备用 B.检修备用 C.冷备用 D.热备用,D,单选
高压断路器按其绝缘介质不同分为（）。 A.真空断路器和少油断路器 B.真空断路器和SF6断路器 C.少油断路器、真空断路器、SF6断路器和压缩空气断路器等 D.以上都不对,C,单选
提高电力系统静态稳定性的原则是( )。  A.提高系统电压 B.采用自动励磁调节装置 C.减少元件的电抗 D.尽可能的增加系统的静态稳定极限,D,单选
如果 6 欧姆、2 欧姆和 4 欧姆电阻以三角形连接，请找到等效的星形连接。 A.1 欧姆、2 欧姆、3 欧姆 B.2 欧姆、4 欧姆、7 欧姆 C.5 欧姆、4 欧姆、2 欧姆 D.1 欧姆、2 欧姆、2/3 欧姆,D,单选
金属平行板电容器的直径为 'A'mm，极板之间的距离为 1mm。电容器放置在空气中。每块板上的力为 0.035N，板之间的电位差为 1kV。发现。 A.10 毫米 B.100 毫米 C.1000 米 D.1000 厘米,B,单选
当一种材料与另一种材料摩擦时会发生什么？ A.材料变为电中性 B.材料带电 C.材料带负电 D.材料带正电,B,单选
线路电压损耗是指线路的( )。  A.始末两端电压的向量差 B.端部母线实际电压与额定电压的数值差 C.末端空载电压与负载电压的数值差 D.始末端电压数值差,D,单选
计算横截面积分别为2m 2和5m2的2根相同长度、相同电阻的导线的电阻率之比。  A.5 B.7 C.2 D.7,C,单选
电力线路中，电纳B主要反映各相导线之间和导线对大地之间产生的( )。  A.热效应 B.电容效应 C.磁场效应 D.电晕损耗,B,单选
如果导体中的电荷为16C，横截面积为4m2。计算电通量密度。 A.64C/m2 B.16C/m2 C.4C/m2 D.2C/m2,C,单选
下列（）是电力系统无功电源之一，以提高系统的功率因素。 A.移相电容器 B.脉冲电容器 C.耦合电容器 D.以上都不对,A,单选
如果在交流电路中，电容C接200V、50Hz的电源。电路中的电流为 1.89 A。求电容C。 A.30 µF B.20 µF C.10 µF D.15 µF,A,单选
在横截面积为500mm2、周长为400mm、φ=800miCroWB的环上缠绕200匝的线圈。计算环的磁通密度。 A.1.6T B.2.6T C.3.6T D.4.6T,A,单选
既是有功功率电源，又是最基本的无功功率电源的是( )。  A.调相机 B.电容器 C.发电机 D.电抗器,C,单选
利用高频功率放大器的集电极调制特性完成功放和振幅调制， 功率放大器的工作状态应选 （ ） A.欠压 B.临界 C.过压 D.超压,C,单选
准入单位是什么？ A.欧姆 B.亨利 C.法拉 D.欧姆-1,D,单选
两端电源电网初步功率分布计算的目的是确定( )。  A.电流 B.功率分点 C.电压损耗 D.功率损耗,B,单选
金属平行板电容器的直径为100mm，极板之间的距离为1mm。电容器放置在空气中。如果板之间的电位差为 1kV，请计算每个板上的力。 A.350N B.0.035kN C.0.035N D.3.35kN,C,单选
RN2型熔断器的熔丝是根据机械强度的要求来确定的，这是因为（）。 A.电压互感器二次额定电流很小 B.电压互感器一次额定电流很大 C.C．电压互感器一次额定电流很小 D.以上都不对,C,单选
经过一次调频，系统频率( )。  A.有所增加 B.有所减少 C.增减取决于负荷是减少还是增加 D.以上都不对,C,单选
如果绘制相量来表示最大值而不是均方根值，那么量之间的相位角会发生什么变化？ A.增加 B.减少 C.保持不变 D.变为零,C,单选
由电感器组成的电路的充电时间常数是指电感器中的电压达到初始电压的（）%所需的时间。 A.33 B.63 C.37 D.36,C,单选
高压电力网中有功功率的流动方向为( )  A.从电压超前的一端向电压滞后的一端 B.从电压滞后的一端向电压超前的一端 C.从电压高的一端向电压低的一端 D.从电压低的一端向电压高的一端,A,单选
半个周期的电流平均值是？ A.0.67Im B.0.33Im C.6.7Im D.3.3Im,A,单选
KVL 应用在（） A.网格分析 B.节点分析 C.网格和节点两者 D.既不是网格也不是节点,A,单选
导体的静电平衡条件归结为以下几条，其中错误的是 A.导体内部不带电，电荷只能分布于导体表面 B.导体内部电场为零 C.导体表面电场线沿切线方向 D.整个导体的电势相等,C,单选
关于同步发电机机端三相短路情况下的短路电流周期分量，下面说法中正确的是（    ）。 A.负载情况下发生短路与空载情况下发生短路两种情况下，短路电流周期分量的起始有效值相等 B.负载情况下发生短路与空载情况下发生短路两种情况下，短路电流周期分量的稳态有效值相等 C.负载情况下发生短路与空载情况下发生短路两种情况下，短路电流周期分量的衰减时间常数是相同的 D.负载情况下发生短路与空载情况下发生短路两种情况下，短路电流周期分量的衰减时间常数是不相同的。,C,单选
停电有可能导致人员伤亡或主要生产设备损坏的用户用电设备属于( )  A.一级负荷 B.二级负荷 C.三级负荷 D.特级负荷,A,单选
负荷备用以下列方式存在( )。  A.冷备用 B.热备用 C.冷备用和热备用 D.以上都不对,B,单选
同步发电机三相短路实用计算中在发电机方面所采取的假设条件是（    ）。 A.发电机用次暂态电动势和直轴次暂态电抗表示，系统中所有发电机电动势相位相同 B.发电机用空载电动势和直轴同步电抗表示，系统中所有发电机的电动势相位相同 C.发电机用次暂态电动势和直轴同步电抗表示，系统中所有发电机的电动势相位相同 D.发电机用次暂态电动势和交轴次暂态电抗表示，系统中所有发电机的电动势相位相同。,A,单选
造成高压电容器组发出异常声响的主要原因之一是（）。 A.运行中温度剧烈变化 B.内部有局部放电 C.清扫不及时 D.以上都不对,B,单选
电容器可以用交流电充满吗？ A.是 B.否 C.可能会也可能不会 D.取决于电容值,A,单选
8μF电容串联0.5兆欧电阻。直流电源电压为200V。计算通电4s后电容器中的电流。 A.79 微安 B.68 微安 C.48 微安 D.74 微安,D,单选
在（）电路中，总电阻大于电路中的最大电阻。 A.串联 B.并联 C.串联或并联 D.既不是串联也不是并联,A,单选
直接将电能松到用户的网络称为（）。 A.发电网 B.输电网 C.配电网 D.以上都不对,C,单选
求出电容器两端电压为 1000V、Q 因数为 10 时的源电压。 A.10V B.200V C.100V D.90V,C,单选
变压器消耗的有功功率的参数是( )。  A.电流 B.电抗 C.电导 D.电纳,C,单选
如果一台三相异步电动机因磁路局部饱和，漏抗发生变化，这时电机的最大转矩 () A.不变 B.增加 C.减少 D.0,D,单选
电流有效值是多少？ A.有效电流 B.平均电流 C.瞬时电流 D.总电流,A,单选
GN19系列隔离开关动触头采用铜制刀闸片，闭合时静触头夹在动触头两刀闸片之间，其目的是（）。 A.增加接触电阻 B.增加接触面积 C.增加接触压力 D.以上都不对,C,单选
为了适应断路器在不同安装地点的耐压要求，我国规定了断路器的（）。 A.额定电压 B.工频放电电压 C.最高工作电压 D.以上都不对,C,单选
利用非线性器件相乘作用来实现频率变换时，其有用项为（） A.一次方项 B.二次方项 C.高次方项 D.全部项,B,单选
我国目前交流最高电压等级是( )  A.1000Kv B.±1000Kv C.800kV D.±800Kv,A,单选
有效值是（）值的 0.707 倍。 A.峰值 B.瞬时 C.平均值 D.最小,A,单选
与一相断线故障复合序网形式上相同的短路故障是（      ）。 A.单相接地短路 B.两相短路 C.两相短路接地 D.三相短路。,C,单选
短路类型代表符号中（1）代表( )短路类型。  A.三相短路 B.两相短路 C.两相短路接地 D.单相接地短路,D,单选
电阻几乎为零的材料是（） A.半导体 B.导体 C.超导体 D.绝缘体,C,单选
关于抵抗力，下列哪些说法是正确的？ A.电阻与导线的长度成正比 B.电阻与导线的横截面积成正比 C.电阻与导线的长度成反比 D.电阻与导线的电阻率成反比金属丝,A,单选
